0,0.000031
1,0.077271
2,0.146973
3,0.202271
4,0.237793
5,0.250031
6,0.237793
7,0.202271
8,0.146973
9,0.077271
10,0.000000
11,-0.077240
12,-0.146942
13,-0.202240
14,-0.237762
15,-0.250000
16,-0.237762
17,-0.202240
18,-0.146942
19,-0.077240
20,0.000031
21,0.077271
22,0.146973
23,0.202271
24,0.237793
25,0.250031
26,0.237793
27,0.202271
28,0.146973
29,0.077271
30,0.000031
31,-0.077240
32,-0.146942
33,-0.202240
34,-0.237762
35,-0.250000
36,-0.237762
37,-0.202240
38,-0.146942
39,-0.077240
40,0.000031
41,0.077271
42,0.146973
43,0.202271
44,0.237793
45,0.250031
46,0.237793
47,0.202271
48,0.146973
49,0.077271
50,0.000031
51,-0.077240
52,-0.146942
53,-0.202240
54,-0.237762
55,-0.250000
56,-0.237762
57,-0.202240
58,-0.146942
59,-0.077240
60,0.000000
61,0.077271
62,0.146973
63,0.202271
64,0.237793
65,0.250031
66,0.237793
67,0.202271
68,0.146973
69,0.077271
70,0.000000
71,-0.077240
72,-0.146942
73,-0.202240
74,-0.237762
75,-0.250000
76,-0.237762
77,-0.202240
78,-0.146942
79,-0.077240
80,0.000031
81,0.077271
82,0.146973
83,0.202271
84,0.237793
85,0.250031
86,0.237793
87,0.202271
88,0.146973
89,0.077271
90,0.000031
91,-0.077240
92,-0.146942
93,-0.202240
94,-0.237762
95,-0.250000
96,-0.237762
97,-0.202240
98,-0.146942
99,-0.077240
100,0.000000
101,0.077271
102,0.146973
103,0.202271
104,0.237793
105,0.250031
106,0.237793
107,0.202271
108,0.146973
109,0.077271
110,0.000000
111,-0.077240
112,-0.146942
113,-0.202240
114,-0.237762
115,-0.250000
116,-0.237762
117,-0.202240
118,-0.146942
119,-0.077240
120,0.000000
121,0.077271
122,0.146973
123,0.202271
124,0.237793
125,0.250031
126,0.237793
127,0.202271
128,0.146973
129,0.077271
130,0.000000
131,-0.077240
132,-0.146942
133,-0.202240
134,-0.237762
135,-0.250000
136,-0.237762
137,-0.202240
138,-0.146942
139,-0.077240
140,0.000031
141,0.077271
142,0.146973
143,0.202271
144,0.237793
145,0.250031
146,0.237793
147,0.202271
148,0.146973
149,0.077271
150,0.000000
151,-0.077240
152,-0.146942
153,-0.202240
154,-0.237762
155,-0.250000
156,-0.237762
157,-0.202240
158,-0.146942
159,-0.077240
160,0.000031
161,0.077271
162,0.146973
163,0.202271
164,0.237793
165,0.250031
166,0.237793
167,0.202271
168,0.146973
169,0.077271
170,0.000031
171,-0.077240
172,-0.146942
173,-0.202240
174,-0.237762
175,-0.250000
176,-0.237762
177,-0.202240
178,-0.146942
179,-0.077240
180,0.000000
181,0.077271
182,0.146973
183,0.202271
184,0.237793
185,0.250031
186,0.237793
187,0.202271
188,0.146973
189,0.077271
190,0.000000
191,-0.077240
192,-0.146942
193,-0.202240
194,-0.237762
195,-0.250000
196,-0.237762
197,-0.202240
198,-0.146942
199,-0.077240
200,0.000000
201,0.077271
202,0.146973
203,0.202271
204,0.237793
205,0.250031
206,0.237793
207,0.202271
208,0.146973
209,0.077271
210,0.000000
211,-0.077240
212,-0.146942
213,-0.202240
214,-0.237762
215,-0.250000
216,-0.237762
217,-0.202240
218,-0.146942
219,-0.077240
220,0.000031
221,0.077271
222,0.146973
223,0.202271
224,0.237793
225,0.250031
226,0.237793
227,0.202271
228,0.146973
229,0.077271
230,0.000031
231,-0.077240
232,-0.146942
233,-0.202240
234,-0.237762
235,-0.250000
236,-0.237762
237,-0.202240
238,-0.146942
239,-0.077240
240,0.000000
241,0.077271
242,0.146973
243,0.202271
244,0.237793
245,0.250031
246,0.237793
247,0.202271
248,0.146973
249,0.077271
250,0.000000
251,-0.077240
252,-0.146942
253,-0.202240
254,-0.237762
255,-0.250000
256,-0.237762
257,-0.202240
258,-0.146942
259,-0.077240
260,0.000031
261,0.077271
262,0.146973
263,0.202271
264,0.237793
265,0.250031
266,0.237793
267,0.202271
268,0.146973
269,0.077271
270,0.000031
271,-0.077240
272,-0.146942
273,-0.202240
274,-0.237762
275,-0.250000
276,-0.237762
277,-0.202240
278,-0.146942
279,-0.077240
280,0.000031
281,0.077271
282,0.146973
283,0.202271
284,0.237793
285,0.250031
286,0.237793
287,0.202271
288,0.146973
289,0.077271
290,0.000031
291,-0.077240
292,-0.146942
293,-0.202240
294,-0.237762
295,-0.250000
296,-0.237762
297,-0.202240
298,-0.146942
299,-0.077240
300,0.000031
301,0.077271
302,0.146973
303,0.202271
304,0.237793
305,0.250031
306,0.237793
307,0.202271
308,0.146973
309,0.077271
310,0.000031
311,-0.077240
312,-0.146942
313,-0.202240
314,-0.237762
315,-0.250000
316,-0.237762
317,-0.202240
318,-0.146942
319,-0.077240
320,0.000031
321,0.077271
322,0.146973
323,0.202271
324,0.237793
325,0.250031
326,0.237793
327,0.202271
328,0.146973
329,0.077271
330,0.000031
331,-0.077240
332,-0.146942
333,-0.202240
334,-0.237762
335,-0.250000
336,-0.237762
337,-0.202240
338,-0.146942
339,-0.077240
340,0.000000
341,0.077271
342,0.146973
343,0.202271
344,0.237793
345,0.250031
346,0.237793
347,0.202271
348,0.146973
349,0.077271
350,0.000000
351,-0.077240
352,-0.146942
353,-0.202240
354,-0.237762
355,-0.250000
356,-0.237762
357,-0.202240
358,-0.146942
359,-0.077240
360,0.000000
361,0.077271
362,0.146973
363,0.202271
364,0.237793
365,0.250031
366,0.237793
367,0.202271
368,0.146973
369,0.077271
370,0.000031
371,-0.077240
372,-0.146942
373,-0.202240
374,-0.237762
375,-0.250000
376,-0.237762
377,-0.202240
378,-0.146942
379,-0.077240
380,0.000031
381,0.077271
382,0.146973
383,0.202271
384,0.237793
385,0.250031
386,0.237793
387,0.202271
388,0.146973
389,0.077271
390,0.000000
391,-0.077240
392,-0.146942
393,-0.202240
394,-0.237762
395,-0.250000
396,-0.237762
397,-0.202240
398,-0.146942
399,-0.077240
400,0.000000
401,0.077271
402,0.146973
403,0.202271
404,0.237793
405,0.250031
406,0.237793
407,0.202271
408,0.146973
409,0.077271
410,0.000031
411,-0.077240
412,-0.146942
413,-0.202240
414,-0.237762
415,-0.250000
416,-0.237762
417,-0.202240
418,-0.146942
419,-0.077240
420,0.000031
421,0.077271
422,0.146973
423,0.202271
424,0.237793
425,0.250031
426,0.237793
427,0.202271
428,0.146973
429,0.077271
430,0.000000
431,-0.077240
432,-0.146942
433,-0.202240
434,-0.237762
435,-0.250000
436,-0.237762
437,-0.202240
438,-0.146942
439,-0.077240
440,0.000031
441,0.077271
442,0.146973
443,0.202271
444,0.237793
445,0.250031
446,0.237793
447,0.202271
448,0.146973
449,0.077271
450,0.000031
451,-0.077240
452,-0.146942
453,-0.202240
454,-0.237762
455,-0.250000
456,-0.237762
457,-0.202240
458,-0.146942
459,-0.077240
460,0.000000
461,0.077271
462,0.146973
463,0.202271
464,0.237793
465,0.250031
466,0.237793
467,0.202271
468,0.146973
469,0.077271
470,0.000000
471,-0.077240
472,-0.146942
473,-0.202240
474,-0.237762
475,-0.250000
476,-0.237762
477,-0.202240
478,-0.146942
479,-0.077240
480,0.000000
481,0.077271
482,0.146973
483,0.202271
484,0.237793
485,0.250031
486,0.237793
487,0.202271
488,0.146973
489,0.077271
490,0.000031
491,-0.077240
492,-0.146942
493,-0.202240
494,-0.237762
495,-0.250000
496,-0.237762
497,-0.202240
498,-0.146942
499,-0.077240
500,0.000031
501,0.077271
502,0.146973
503,0.202271
504,0.237793
505,0.250031
506,0.237793
507,0.202271
508,0.146973
509,0.077271
510,0.000000
511,-0.077240
512,-0.146942
513,-0.202240
514,-0.237762
515,-0.250000
516,-0.237762
517,-0.202240
518,-0.146942
519,-0.077240
520,0.000031
521,0.077271
522,0.146973
523,0.202271
524,0.237793
525,0.250031
526,0.237793
527,0.202271
528,0.146973
529,0.077271
530,0.000031
531,-0.077240
532,-0.146942
533,-0.202240
534,-0.237762
535,-0.250000
536,-0.237762
537,-0.202240
538,-0.146942
539,-0.077240
540,0.000000
541,0.077271
542,0.146973
543,0.202271
544,0.237793
545,0.250031
546,0.237793
547,0.202271
548,0.146973
549,0.077271
550,0.000000
551,-0.077240
552,-0.146942
553,-0.202240
554,-0.237762
555,-0.250000
556,-0.237762
557,-0.202240
558,-0.146942
559,-0.077240
560,0.000031
561,0.077271
562,0.146973
563,0.202271
564,0.237793
565,0.250031
566,0.237793
567,0.202271
568,0.146973
569,0.077271
570,0.000000
571,-0.077240
572,-0.146942
573,-0.202240
574,-0.237762
575,-0.250000
576,-0.237762
577,-0.202240
578,-0.146942
579,-0.077240
580,0.000031
581,0.077271
582,0.146973
583,0.202271
584,0.237793
585,0.250031
586,0.237793
587,0.202271
588,0.146973
589,0.077271
590,0.000031
591,-0.077240
592,-0.146942
593,-0.202240
594,-0.237762
595,-0.250000
596,-0.237762
597,-0.202240
598,-0.146942
599,-0.077240
600,0.000031
601,0.077271
602,0.146973
603,0.202271
604,0.237793
605,0.250031
606,0.237793
607,0.202271
608,0.146973
609,0.077271
610,0.000031
611,-0.077240
612,-0.146942
613,-0.202240
614,-0.237762
615,-0.250000
616,-0.237762
617,-0.202240
618,-0.146942
619,-0.077240
620,0.000000
621,0.077271
622,0.146973
623,0.202271
624,0.237793
625,0.250031
626,0.237793
627,0.202271
628,0.146973
629,0.077271
630,0.000000
631,-0.077240
632,-0.146942
633,-0.202240
634,-0.237762
635,-0.250000
636,-0.237762
637,-0.202240
638,-0.146942
639,-0.077240
640,0.000031
641,0.077271
642,0.146973
643,0.202271
644,0.237793
645,0.250031
646,0.237793
647,0.202271
648,0.146973
649,0.077271
650,0.000000
651,-0.077240
652,-0.146942
653,-0.202240
654,-0.237762
655,-0.250000
656,-0.237762
657,-0.202240
658,-0.146942
659,-0.077240
660,0.000000
661,0.077271
662,0.146973
663,0.202271
664,0.237793
665,0.250031
666,0.237793
667,0.202271
668,0.146973
669,0.077271
670,0.000031
671,-0.077240
672,-0.146942
673,-0.202240
674,-0.237762
675,-0.250000
676,-0.237762
677,-0.202240
678,-0.146942
679,-0.077240
680,0.000000
681,0.077271
682,0.146973
683,0.202271
684,0.237793
685,0.250031
686,0.237793
687,0.202271
688,0.146973
689,0.077271
690,0.000000
691,-0.077240
692,-0.146942
693,-0.202240
694,-0.237762
695,-0.250000
696,-0.237762
697,-0.202240
698,-0.146942
699,-0.077240
700,0.000031
701,0.077271
702,0.146973
703,0.202271
704,0.237793
705,0.250031
706,0.237793
707,0.202271
708,0.146973
709,0.077271
710,0.000000
711,-0.077240
712,-0.146942
713,-0.202240
714,-0.237762
715,-0.250000
716,-0.237762
717,-0.202240
718,-0.146942
719,-0.077240
720,0.000000
721,0.077271
722,0.146973
723,0.202271
724,0.237793
725,0.250031
726,0.237793
727,0.202271
728,0.146973
729,0.077271
730,0.000000
731,-0.077240
732,-0.146942
733,-0.202240
734,-0.237762
735,-0.250000
736,-0.237762
737,-0.202240
738,-0.146942
739,-0.077240
740,0.000000
741,0.077271
742,0.146973
743,0.202271
744,0.237793
745,0.250031
746,0.237793
747,0.202271
748,0.146973
749,0.077271
750,0.000031
751,-0.077240
752,-0.146942
753,-0.202240
754,-0.237762
755,-0.250000
756,-0.237762
757,-0.202240
758,-0.146942
759,-0.077240
760,0.000031
761,0.077271
762,0.146973
763,0.202271
764,0.237793
765,0.250031
766,0.237793
767,0.202271
768,0.146973
769,0.077271
770,0.000000
771,-0.077240
772,-0.146942
773,-0.202240
774,-0.237762
775,-0.250000
776,-0.237762
777,-0.202240
